"Timestamp";"Elapsed Time";"Used Memory from Application (bytes)";"Used System`s RAM (MB)";"Used System`s RAM (%)";"Used System`s CPU (%)";"Battery Level";"Profiling Type"
"1663328157554";"00:00:00.004";"13827008";"2416.0";"42";"70";"85";"AUTOMATIC"
"1663328158555";"00:00:01.005";"9283456";"2412.0";"42";"56";"85";"AUTOMATIC"
"1663328159555";"00:00:02.005";"9792640";"2412.0";"42";"48";"85";"AUTOMATIC"
"1663328160556";"00:00:03.006";"10264496";"2412.0";"42";"48";"85";"AUTOMATIC"
"1663328161557";"00:00:04.007";"7450624";"2410.0";"42";"48";"85";"AUTOMATIC"
"1663328162560";"00:00:05.010";"6994312";"2411.0";"42";"50";"85";"AUTOMATIC"
"1663328163561";"00:00:06.011";"8213016";"2411.0";"42";"31";"85";"AUTOMATIC"
"1663328164562";"00:00:07.012";"9493496";"2413.0";"42";"48";"85";"AUTOMATIC"
"1663328165564";"00:00:08.014";"5696160";"2410.0";"42";"27";"85";"AUTOMATIC"
"1663328166564";"00:00:09.014";"5456176";"2409.0";"42";"46";"85";"AUTOMATIC"
"1663328167566";"00:00:10.016";"6290296";"2410.0";"42";"17";"85";"AUTOMATIC"
"1663328168567";"00:00:11.017";"5906816";"2410.0";"42";"38";"85";"AUTOMATIC"
"1663328169569";"00:00:12.019";"7849504";"2412.0";"42";"50";"85";"AUTOMATIC"
"1663328169970";"00:00:12.420";"7856632";"2412.0";"42";"17";"85";"CHECKPOINT"
